ID1,ID2,EdgeType,Score,Annotation
985,1030,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0000
985,1106,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9818
985,2387,MS1 annotation,5.500,[2M+H]+ [M+H]+ dm/z=285.1360
987,1811,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
987,1043,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9824
988,996,MS1 annotation,2.500,[M+Na]+ [2M+H]+ dm/z=300.2672
989,1699,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0024
991,1232,MS1 annotation,7.000,[M+H]+ [M+H]+ dm/z=0.0010
991,1069,MS1 annotation,7.000,[M+K]+ [M+H]+ dm/z=37.9564
991,7685,MS1 annotation,7.500,[2M+Na]+ [M+H]+ dm/z=400.2620
991,1029,MS1 annotation,7.500,[M-H2O+H]+ [M+H]+ dm/z=18.0102
991,7668,MS1 annotation,7.000,[M+H]+ [M+H]+ dm/z=0.0009
995,11276,MS1 annotation,9.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0364
995,1099,MS1 annotation,9.000,[M+K]+ [M+NH4]+ dm/z=20.9292
995,1983,MS1 annotation,9.000,[M+Na]+ [M+NH4]+ dm/z=4.9559
995,10135,MS1 annotation,9.500,[2M+Na]+ [M+NH4]+ dm/z=385.2501
995,1150,MS1 annotation,9.000,[M+H]+ [M+NH4]+ dm/z=17.0264
995,1071,MS1 annotation,9.500,[M-H2O+H]+ [M+NH4]+ dm/z=35.0366
1001,2012,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+Na]+ dm/z=21.9822
1001,1095,MS1 annotation,3.500,[M+Na]+ [M-H2O+Na]+ dm/z=18.0105
1004,4794,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9828
1004,6749,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9741
1004,2594,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9544
1005,1017,MS1 annotation,8.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
1005,1933,MS1 annotation,7.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
1005,1687,MS1 annotation,8.000,[2M-H+2Na]+ [M-H2O+H]+ dm/z=360.2247
1005,1924,MS1 annotation,7.500,[M-H+2Na]+ [M-H2O+H]+ dm/z=61.9749
1006,7885,MS1 annotation,3.500,[2M+HAc+2H]2+ [M+H]+ dm/z=30.0110
1006,1807,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9812
1007,4693,MS1 annotation,6.500,[M+H]+ [M-H2O+H]+ dm/z=18.0102
1007,6788,MS1 annotation,6.500,[M+K]+ [M-H2O+H]+ dm/z=55.9662
1007,2007,MS1 annotation,6.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
1007,7126,MS1 annotation,7.000,[2M+Na]+ [M-H2O+H]+ dm/z=422.3020
1009,1667,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
1009,1880,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
1009,1088,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0002
1010,6155,MS1 annotation,3.500,[2M+H]+ [M+H]+ dm/z=519.3292
1010,6205,MS1 annotation,3.500,[2M+Na]+ [M+H]+ dm/z=541.3100
1011,1629,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9819
1011,1948,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
1014,11044,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
1017,1933,MS1 annotation,7.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0478
1017,1687,MS1 annotation,8.000,[2M-H+2Na]+ [M-2H2O+H]+ dm/z=378.2353
1017,1924,MS1 annotation,7.500,[M-H+2Na]+ [M-2H2O+H]+ dm/z=79.9855
1019,1026,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9920
1022,2337,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
1022,1226,MS1 annotation,5.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
1027,3128,MS1 annotation,6.000,[M+HAc+Na]+ [M-2H2O+H]+ dm/z=118.0248
1027,1091,MS1 annotation,5.500,[M+H]+ [M-2H2O+H]+ dm/z=36.0210
1027,1034,MS1 annotation,5.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
1029,1232,MS1 annotation,7.500,[M+H]+ [M-H2O+H]+ dm/z=18.0092
1029,1069,MS1 annotation,7.500,[M+K]+ [M-H2O+H]+ dm/z=55.9665
1029,7685,MS1 annotation,8.000,[2M+Na]+ [M-H2O+H]+ dm/z=418.2722
1029,7668,MS1 annotation,7.500,[M+H]+ [M-H2O+H]+ dm/z=18.0111
1030,1191,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9818
1030,1106,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9818
1030,2387,MS1 annotation,5.500,[2M+H]+ [M+H]+ dm/z=285.1360
1032,11923,MS1 annotation,4.500,[2M+Na]+ [M+Na]+ dm/z=382.3092
1032,2929,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9548
1033,1100,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0018
1034,3128,MS1 annotation,5.500,[M+HAc+Na]+ [M+Na]+ dm/z=60.0216
1034,1091,MS1 annotation,5.000,[M+H]+ [M+Na]+ dm/z=21.9822
1036,1080,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9919
1043,1811,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0269
1045,2754,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
1047,1962,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
1047,1895,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9823
1048,12373,MS1 annotation,8.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0025
1048,1055,MS1 annotation,8.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0107
1048,2270,MS1 annotation,8.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0475
1048,4647,MS1 annotation,9.000,[2M+Na]+ [M-2H2O+H]+ dm/z=448.2773
1048,4662,MS1 annotation,9.000,[2M+NH4]+ [M-2H2O+H]+ dm/z=443.3213
1048,9948,MS1 annotation,8.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
1049,1739,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9936
1049,6722,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9734
1049,2179,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9558
1051,2749,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9826
1051,1347,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
1052,1940,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9917
1052,1833,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0097
1055,12373,MS1 annotation,8.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9917
1055,2270,MS1 annotation,8.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
1055,4647,MS1 annotation,8.500,[2M+Na]+ [M-H2O+H]+ dm/z=430.2666
1055,4662,MS1 annotation,8.500,[2M+NH4]+ [M-H2O+H]+ dm/z=425.3106
1055,9948,MS1 annotation,8.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0001
1057,1060,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9914
1057,1146,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0104
1060,1146,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0018
1061,11001,MS1 annotation,6.500,[2M+H]+ [M+H]+ dm/z=527.3208
1061,1806,MS1 annotation,6.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0220
1061,2085,MS1 annotation,6.000,[M+Na]+ [M+H]+ dm/z=21.9809
1061,1679,MS1 annotation,6.500,[M-H2O+H]+ [M+H]+ dm/z=18.0111
1061,11893,MS1 annotation,6.500,[2M+Na]+ [M+H]+ dm/z=549.3091
1064,6632,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9827
1064,4996,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
1069,1232,MS1 annotation,7.000,[M+H]+ [M+K]+ dm/z=37.9574
1069,7685,MS1 annotation,7.500,[2M+Na]+ [M+K]+ dm/z=362.3057
1069,7668,MS1 annotation,7.000,[M+H]+ [M+K]+ dm/z=37.9554
1070,1477,MS1 annotation,3.500,[M+Na]+ [M+HAc-H+2Na]+ dm/z=82.0034
1071,11276,MS1 annotation,9.500,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0003
1071,1099,MS1 annotation,9.500,[M+K]+ [M-H2O+H]+ dm/z=55.9658
1071,1983,MS1 annotation,9.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
1071,10135,MS1 annotation,10.000,[2M+Na]+ [M-H2O+H]+ dm/z=420.2867
1071,1150,MS1 annotation,9.500,[M+H]+ [M-H2O+H]+ dm/z=18.0102
1073,1854,MS1 annotation,4.500,[M+H]+ [M-2H2O+H]+ dm/z=36.0209
1074,4887,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0107
1074,4717,MS1 annotation,4.500,[2M+H]+ [M+H]+ dm/z=439.2692
1074,2262,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9820
1076,10094,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9824
1081,1249,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0035
1081,1121,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1084,1136,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
1084,1712,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9821
1084,2031,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0035
1086,1831,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9833
1086,11196,MS1 annotation,5.500,[2M+K]+ [M+H]+ dm/z=634.3094
1086,1483,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0023
1086,11186,MS1 annotation,5.500,[2M+Na]+ [M+H]+ dm/z=618.3344
1087,7197,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0108
1087,2204,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
1088,1667,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
1088,1880,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
1090,2245,MS1 annotation,4.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0498
1090,2284,MS1 annotation,4.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0055
1091,3128,MS1 annotation,5.500,[M+HAc+Na]+ [M+H]+ dm/z=82.0038
1092,2062,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9535
1092,4704,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9819
1095,2012,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1096,4698,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
1099,11276,MS1 annotation,9.000,[M-H2O+H]+ [M+K]+ dm/z=55.9656
1099,1983,MS1 annotation,9.000,[M+Na]+ [M+K]+ dm/z=15.9733
1099,10135,MS1 annotation,9.500,[2M+Na]+ [M+K]+ dm/z=364.3209
1099,1150,MS1 annotation,9.000,[M+H]+ [M+K]+ dm/z=37.9556
1106,1191,MS1 annotation,5.000,[M+Na]+ [M+Na]+ dm/z=0.0000
1106,2387,MS1 annotation,5.500,[2M+H]+ [M+Na]+ dm/z=263.1542
1111,1181,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0016
1111,1542,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9913
1113,2036,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9811
1114,1579,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1117,1304,MS1 annotation,4.000,[M-2H2O+H]+ [M+HAc+Na]+ dm/z=118.0247
1117,10980,MS1 annotation,4.000,[M+H]+ [M+HAc+Na]+ dm/z=82.0034
1121,1249,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1122,3904,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
1122,1506,MS1 annotation,9.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1122,4021,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
1122,3298,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
1122,2691,MS1 annotation,9.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
1122,1404,MS1 annotation,9.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9943
1122,1393,MS1 annotation,9.000,[M+Na]+ [M+Na]+ dm/z=0.0003
1124,1475,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1129,1365,MS1 annotation,4.500,[M-H2O+H]+ [M+K]+ dm/z=55.9662
1129,1901,MS1 annotation,4.500,[2M+Na]+ [M+K]+ dm/z=362.3043
1135,2100,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9931
1135,1885,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0104
1136,1712,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0104
1136,2031,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0109
1138,2489,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
1148,9680,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0037
1148,2344,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0108
1149,1204,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0017
1149,5022,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9850
1150,11276,MS1 annotation,9.000,[M-H2O+H]+ [M+H]+ dm/z=18.0100
1150,1983,MS1 annotation,9.000,[M+Na]+ [M+H]+ dm/z=21.9823
1150,10135,MS1 annotation,9.500,[2M+Na]+ [M+H]+ dm/z=402.2765
1153,1647,MS1 annotation,7.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0475
1153,1161,MS1 annotation,8.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0104
1154,2793,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1154,6643,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9825
1154,7923,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9546
1158,2064,MS1 annotation,4.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0108
1159,4903,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0268
1159,4819,MS1 annotation,4.500,[M+HAc+NH4]+ [M+H]+ dm/z=77.0479
1161,1647,MS1 annotation,7.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
1164,5258,MS1 annotation,3.000,[M-CO2+Na]+ [M+Na]+ dm/z=43.9878
1164,1403,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0031
1173,1752,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
1175,4175,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9828
1181,1542,MS1 annotation,3.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0103
1187,2277,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0037
1190,6773,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
1191,2387,MS1 annotation,5.500,[2M+H]+ [M+Na]+ dm/z=263.1541
1196,1564,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
1199,2535,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
1203,2782,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9814
1205,2422,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
1212,1319,MS1 annotation,2.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0008
1214,8040,MS1 annotation,3.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0490
1216,2111,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0025
1216,1283,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
1222,2550,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1226,2337,MS1 annotation,6.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
1229,1373,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0001
1229,2099,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1229,2316,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
1231,1492,MS1 annotation,5.000,[M-2H2O+H]+ [M+HAc+Na]+ dm/z=118.0241
1231,2087,MS1 annotation,4.500,[M+NH4]+ [M+HAc+Na]+ dm/z=64.9765
1231,1250,MS1 annotation,5.000,[M-H2O+H]+ [M+HAc+Na]+ dm/z=100.0136
1232,7668,MS1 annotation,7.000,[M+H]+ [M+H]+ dm/z=0.0019
1233,9137,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9562
1234,2668,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0057
1244,1612,MS1 annotation,4.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0214
1244,1596,MS1 annotation,4.500,[M-H2O+H]+ [M+H]+ dm/z=18.0108
1244,2105,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9820
1247,7956,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9848
1247,7250,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9862
1250,1492,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0104
1250,2087,MS1 annotation,4.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0371
1251,1545,MS1 annotation,4.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0212
1251,1332,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0105
1256,12237,MS1 annotation,4.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0104
1256,2271,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0107
1258,7896,MS1 annotation,2.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0049
1258,6418,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0035
1262,10097,MS1 annotation,5.500,[M-H2O+NH4]+ [M+H]+ dm/z=0.9841
1262,3229,MS1 annotation,5.000,[M-H2O+H]+ [M+H]+ dm/z=18.0103
1262,9044,MS1 annotation,5.000,[M+NH4]+ [M+H]+ dm/z=17.0263
1275,1336,MS1 annotation,6.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
1279,1848,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9823
1279,2082,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
1283,2111,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0101
1287,1361,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
1288,6637,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0020
1288,1566,MS1 annotation,3.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0099
1292,3186,MS1 annotation,2.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0479
1297,2442,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1297,2242,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9939
1303,2325,MS1 annotation,3.500,[M-H2O+H]+ [M+H]+ dm/z=18.0106
1303,8566,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0264
1304,10980,MS1 annotation,4.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0214
1310,2261,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
1310,8680,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
1321,5627,MS1 annotation,7.500,[2M-H+2Na]+ [M+H]+ dm/z=342.2144
1321,2150,MS1 annotation,7.000,[M+Na]+ [M+H]+ dm/z=21.9821
1328,2353,MS1 annotation,3.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0212
1328,3415,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9844
1329,2093,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0026
1329,1411,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0000
1329,2306,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0019
1332,1545,MS1 annotation,4.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
1337,2460,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0107
1341,2725,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9813
1345,5474,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0020
1345,3382,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0021
1345,1383,MS1 annotation,5.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9922
1347,2749,MS1 annotation,3.000,[M+H]+ [M-H2O+H]+ dm/z=18.0106
1348,11185,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0015
1348,10853,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
1355,6618,MS1 annotation,5.500,[2M+H]+ [M+H]+ dm/z=519.3296
1355,6784,MS1 annotation,5.500,[2M+Na]+ [M+H]+ dm/z=541.3100
1355,2864,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9823
1355,10974,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0017
1362,3681,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9815
1363,5043,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
1365,1901,MS1 annotation,5.000,[2M+Na]+ [M-H2O+H]+ dm/z=418.2705
1370,4851,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0052
1373,2099,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
1373,2316,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
1374,1837,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9938
1377,3389,MS1 annotation,4.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0024
1377,1396,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9924
1382,4725,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
1382,1705,MS1 annotation,4.500,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
1382,1908,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0265
1383,5474,MS1 annotation,6.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0098
1383,3382,MS1 annotation,6.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0099
1384,5200,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9846
1393,3904,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0029
1393,1506,MS1 annotation,9.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
1393,4021,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9545
1393,3298,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
1393,2691,MS1 annotation,9.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9923
1393,1404,MS1 annotation,9.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9939
1396,3389,MS1 annotation,4.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0100
1403,5258,MS1 annotation,3.000,[M-CO2+Na]+ [M-2H2O+H]+ dm/z=14.0153
1404,3904,MS1 annotation,10.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0090
1404,1506,MS1 annotation,10.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0016
1404,4021,MS1 annotation,9.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0394
1404,3298,MS1 annotation,10.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0090
1404,2691,MS1 annotation,9.500,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0017
1411,2093,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0027
1411,2306,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0019
1416,10379,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
1417,2927,MS1 annotation,5.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
1417,3544,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9949
1418,2349,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0038
1418,9648,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
1418,1495,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0010
1429,1553,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
1429,1466,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
1433,2464,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
1435,2474,MS1 annotation,2.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0058
1442,2236,MS1 annotation,4.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
1442,2289,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9824
1446,1665,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0107
1446,11908,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9934
1448,2685,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0101
1448,12110,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9934
1454,11193,MS1 annotation,3.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0482
1454,2788,MS1 annotation,3.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0002
1457,8620,MS1 annotation,3.500,[2M+Na]+ [M-H2O+H]+ dm/z=420.2855
